全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0103,#356,椰蛋树,草/龙,叶绿素,收获,椰子宝可梦,2.0m,120.0kg,45,"['95', '95', '85', '125', '75', '55', '530']"
#0341,#357,龙虾小兵,水,怪力钳/硬壳盔甲,适应力,无赖宝可梦,0.6m,11.5kg,205,"['43', '80', '65', '50', '35', '35', '308']"
#0342,#358,铁螯龙虾,水/惡,怪力钳/硬壳盔甲,适应力,流氓宝可梦,1.1m,32.8kg,155,"['63', '120', '85', '90', '55', '55', '468']"
#0619,#359,功夫鼬,格斗,再生力/精神力,舍身,武术宝可梦,0.9m,20.0kg,180,"['45', '85', '50', '55', '50', '65', '350']"
#0620,#360,师父鼬,格斗,再生力/精神力,舍身,武术宝可梦,1.4m,35.5kg,45,"['65', '125', '60', '95', '60', '105', '510']"
#0782,#361,心鳞宝,龙,隔音/防弹,防尘,鳞片宝可梦,0.6m,29.7kg,45,"['45', '55', '65', '45', '45', '45', '300']"
#0783,#362,鳞甲龙,龙/格斗,隔音/防弹,防尘,鳞片宝可梦,1.2m,47.0kg,45,"['55', '75', '90', '65', '70', '65', '420']"
#0784,#363,杖尾鳞甲龙,龙/格斗,隔音/防弹,防尘,鳞片宝可梦,1.6m,78.2kg,45,"['75', '110', '125', '100', '105', '85', '600']"
#0587,#364,电飞鼠,电/飞行,静电,电气引擎,飞鼠宝可梦,0.4m,5.0kg,200,"['55', '75', '60', '75', '60', '103', '428']"
#0123,#365,飞天螳螂,虫/飞行,蟲之預感/技术高手,不屈之心,螳螂宝可梦,1.5m,56.0kg,45,"['70', '110', '80', '55', '80', '105', '500']"
#0212,#366,巨钳螳螂,虫/钢,蟲之預感/技术高手,轻金属,钳子宝可梦,1.8m,118.0kg,25,"['70', '130', '100', '55', '80', '65', '500']"
#0214,#367,赫拉克罗斯,虫/格斗,毅力/蟲之預感,自信过度,独角宝可梦,1.5m,54.0kg,45,"['80', '125', '75', '40', '95', '85', '500']"
#0190,#368,长尾怪手,一般,逃跑/捡拾,连续攻击,长尾宝可梦,0.8m,11.5kg,45,"['55', '70', '55', '40', '55', '85', '360']"
#0424,#369,双尾怪手,一般,技术高手/捡拾,连续攻击,长尾宝可梦,1.2m,20.3kg,45,"['75', '100', '66', '60', '66', '115', '482']"
#0667,#370,小狮狮,火/一般,紧张感/斗争心,自信过度,幼狮宝可梦,0.6m,13.5kg,220,"['62', '50', '58', '73', '54', '72', '369']"
#0668,#371,火炎狮,火/一般,緊張感/鬥爭心,自信过度,王者宝可梦,1.5m,81.5kg,65,"['86', '68', '72', '109', '66', '106', '507']"
#0200,#372,梦妖,幽灵,飘浮,,夜啼宝可梦,0.7m,1.0kg,45,"['60', '60', '60', '85', '85', '85', '435']"
#0429,#373,梦妖魔,幽灵,飘浮,,魔法宝可梦,0.9m,4.4kg,45,"['60', '60', '60', '105', '105', '105', '495']"
#0621,#374,赤面龙,龙,粗糙皮肤/强行,破格,洞穴宝可梦,1.6m,139.0kg,45,"['77', '120', '90', '60', '90', '48', '485']"
#0108,#375,大舌头,一般,迟钝/我行我素,无关天气,舔舔宝可梦,1.2m,65.5kg,45,"['90', '55', '75', '60', '75', '30', '385']"
#0463,#376,大舌舔,一般,迟钝/我行我素,无关天气,舔舔宝可梦,1.7m,140.0kg,30,"['110', '85', '95', '80', '95', '50', '515']"
#0447,#377,利欧路,格斗,不屈之心/精神力,恶作剧之心,波纹宝可梦,0.7m,20.2kg,75,"['40', '70', '40', '35', '40', '60', '285']"
#0448,#378,路卡利欧,格斗/钢,不屈之心/精神力,正义之心,波导宝可梦,1.2m,54.0kg,45,"['70', '110', '70', '115', '70', '90', '525']"
#0147,#379,迷你龙,龙,蜕皮,神奇鱗片,龙宝可梦,1.8m,3.3kg,45,"['41', '64', '45', '50', '50', '50', '300']"
#0148,#380,哈克龙,龙,蜕皮,神奇鱗片,龙宝可梦,4.0m,16.5kg,45,"['61', '84', '65', '70', '70', '70', '420']"
#0149,#381,快龙,龙/飞行,精神力,多重鳞片,龙宝可梦,2.2m,210.0kg,45,"['91', '134', '95', '100', '100', '80', '600']"
#0142,#382,化石翼龙,岩石/飞行,坚硬脑袋/压迫感,紧张感,化石宝可梦,1.8m,59.0kg,45,"['80', '105', '65', '60', '75', '130', '515']"
#0785,#383,卡璞・鸣鸣,电/妖精,电气制造者,心灵感应,土地神宝可梦,1.8m,20.5kg,3,"['70', '115', '85', '95', '75', '130', '570']"
#0786,#384,卡璞・蝶蝶,超能力/妖精,精神制造者,心灵感应,土地神宝可梦,1.2m,18.6kg,3,"['70', '85', '75', '130', '115', '95', '570']"
#0787,#385,卡璞・哞哞,草/妖精,青草制造者,心灵感应,土地神宝可梦,1.9m,45.5kg,3,"['70', '130', '115', '85', '95', '75', '570']"
#0788,#386,卡璞・鳍鳍,水/妖精,薄雾制造者,心灵感应,土地神宝可梦,1.3m,21.2kg,3,"['70', '75', '115', '95', '130', '85', '570']"
#0789,#387,科斯莫古,超能力,纯朴,,星云宝可梦,0.2m,0.1kg,3,"['43', '29', '31', '29', '31', '37', '200']"
#0790,#388,科斯莫姆,超能力,结实,,原始星宝可梦,0.1m,999.9kg,3,"['43', '29', '131', '29', '131', '37', '400']"
#0791,#389,索尔迦雷欧,超能力/钢,金属防护,,日轮宝可梦,3.4m,230.0kg,3,"['137', '137', '107', '113', '89', '97', '680']"
#0792,#390,露奈雅拉,超能力/幽灵,幻影防守,,月轮宝可梦,4.0m,120.0kg,3,"['137', '113', '89', '137', '107', '97', '680']"
#0793,#391,虚吾伊德,岩石/毒,异兽提升,,寄生宝可梦,1.2m,55.5kg,45,"['109', '53', '47', '127', '131', '103', '570']"
#0805,#392,垒磊石,岩石/钢,异兽提升,,石墙宝可梦,5.5m,820.0kg,30,"['61', '131', '211', '53', '101', '13', '570']"
#0806,#393,砰头小丑,火/幽灵,异兽提升,,烟火宝可梦,1.8m,13.0kg,30,"['53', '127', '53', '151', '79', '107', '570']"
#0794,#394,爆肌蚊,虫/格斗,异兽提升,,膨胀宝可梦,2.4m,333.6kg,45,"['107', '139', '139', '53', '53', '79', '570']"
#0795,#395,费洛美螂,虫/格斗,异兽提升,,美艳宝可梦,1.8m,25.0kg,45,"['71', '137', '37', '137', '37', '151', '570']"
#0796,#396,电束木,电,异兽提升,,灯饰宝可梦,3.8m,100.0kg,45,"['83', '89', '71', '173', '71', '83', '570']"
#0797,#397,铁火辉夜,钢/飞行,异兽提升,,发射宝可梦,9.2m,999.9kg,45,"['97', '101', '103', '107', '101', '61', '570']"
#0798,#398,纸御剑,草/钢,异兽提升,,拔刀宝可梦,0.3m,0.1kg,45,"['59', '181', '131', '59', '31', '109', '570']"
#0799,#399,恶食大王,恶/龙,异兽提升,,异食宝可梦,5.5m,888.0kg,45,"['223', '101', '53', '97', '53', '43', '570']"
#0800,#400,奈克洛兹玛,超能力,棱镜装甲,,棱镜宝可梦,2.4m,230.0kg,3,"['97', '107', '101', '127', '89', '79', '600']"
#0801,#401,玛机雅娜,钢/妖精,魂心,,人造宝可梦,1.0m,80.5kg,3,"['80', '95', '115', '130', '115', '65', '600']"
#0802,#402,玛夏多,格斗/幽灵,技術高手,,栖影宝可梦,0.7m,22.2kg,3,"['90', '125', '80', '90', '90', '125', '600']"
#0807,#403,捷拉奥拉,电,蓄電,,奔雷宝可梦,1.5m,44.5kg,3,"['88', '112', '75', '102', '80', '143', '600']"
