全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0707,#050,钥圈儿,钢/妖精,恶作剧之心,魔术师,钥匙串宝可梦,0.2m,3.0kg,60,"['57', '80', '91', '80', '87', '75', '470']"
#0198,#051,黑暗鸦,惡/飞行,超幸运/不眠,恶作剧之心,黑暗宝可梦,0.5m,2.1kg,30,"['60', '85', '42', '85', '42', '91', '405']"
#0430,#052,乌鸦头头,惡/飞行,超幸运/不眠,自信过度,大头目宝可梦,0.9m,27.3kg,30,"['100', '125', '52', '105', '52', '71', '505']"
#0590,#053,哎呀球菇,草/毒,孢子,再生力,蘑菇宝可梦,0.2m,1.0kg,190,"['69', '55', '45', '55', '55', '15', '294']"
#0591,#054,败露球菇,草/毒,孢子,再生力,蘑菇宝可梦,0.6m,10.5kg,75,"['114', '85', '70', '85', '80', '30', '464']"
#0270,#055,莲叶童子,水/草,悠游自如/雨盘,我行我素,浮萍宝可梦,0.5m,2.6kg,255,"['40', '30', '30', '40', '50', '30', '220']"
#0271,#056,莲帽小童,水/草,悠游自如/雨盘,我行我素,爽朗宝可梦,1.2m,32.5kg,120,"['60', '50', '50', '60', '70', '50', '340']"
#0272,#057,乐天河童,水/草,悠游自如/雨盘,我行我素,乐天宝可梦,1.5m,55.0kg,45,"['80', '70', '70', '90', '100', '70', '480']"
#0418,#058,泳圈鼬,水,悠游自如,水幕,海鼬宝可梦,0.7m,29.5kg,190,"['55', '65', '35', '60', '30', '85', '330']"
#0419,#059,浮潜鼬,水,悠游自如,水幕,海鼬宝可梦,1.1m,33.5kg,75,"['85', '105', '55', '85', '50', '115', '495']"
#0550,#060,野蛮鲈鱼,水,舍身/適應力,破格,粗暴宝可梦,1.0m,18.0kg,190,"['70', '92', '65', '80', '55', '98', '460']"
#0708,#061,小木灵,幽靈/草,自然回复/察觉,收获,树桩宝可梦,0.4m,7.0kg,120,"['43', '70', '48', '50', '60', '38', '309']"
#0709,#062,朽木妖,幽靈/草,自然回复/察觉,收获,老树宝可梦,1.5m,71.0kg,60,"['85', '110', '76', '65', '82', '56', '474']"
#0710,#063,南瓜精,幽靈/草,捡拾/察觉,不眠,南瓜宝可梦,0.4m,5.0kg,120,"['44', '66', '70', '44', '55', '56', '335']"
#0711,#064,南瓜怪人,幽靈/草,捡拾/察觉,不眠,南瓜宝可梦,0.9m,12.5kg,60,"['55', '85', '122', '58', '75', '99', '494']"
#0607,#065,烛光灵,幽灵/火,火焰之躯/引火,穿透,蜡烛宝可梦,0.3m,3.1kg,190,"['50', '30', '55', '65', '55', '20', '275']"
#0608,#066,灯火幽灵,幽灵/火,火焰之躯/引火,穿透,油灯宝可梦,0.6m,13.0kg,90,"['60', '40', '60', '95', '60', '55', '370']"
#0609,#067,水晶灯火灵,幽灵/火,火焰之躯/引火,穿透,引诱宝可梦,1.0m,34.3kg,45,"['60', '55', '90', '145', '90', '80', '520']"
#0479,#068,洛托姆,电/幽灵,飘浮,,等离子宝可梦,0.3m,0.3kg,45,"['50', '50', '77', '95', '77', '91', '440']"
#0081,#069,小磁怪,电/钢,结实/磁力,分析,磁铁宝可梦,0.3m,6.0kg,190,"['25', '35', '70', '95', '55', '45', '325']"
#0082,#070,三合一磁怪,电/钢,结实/磁力,分析,磁铁宝可梦,1.0m,60.0kg,60,"['50', '60', '95', '120', '70', '70', '465']"
#0462,#071,自爆磁怪,电/钢,结实/磁力,分析,磁场宝可梦,1.2m,180.0kg,30,"['70', '70', '115', '130', '90', '60', '535']"
#0100,#072,霹雳电球,电,静电/隔音,引爆,球宝可梦,0.5m,10.4kg,190,"['40', '30', '50', '55', '55', '100', '330']"
#0101,#073,顽皮雷弹,电,静电/隔音,引爆,球宝可梦,1.2m,66.6kg,60,"['60', '50', '70', '80', '80', '150', '490']"
#0568,#074,破破袋,毒,恶臭/黏着,引爆,垃圾袋宝可梦,0.6m,31.0kg,190,"['50', '50', '62', '40', '62', '65', '329']"
#0569,#075,灰尘山,毒,恶臭/碎裂铠甲,引爆,垃圾场宝可梦,1.9m,107.3kg,60,"['80', '95', '82', '60', '82', '75', '474']"
#0220,#076,小山猪,冰/地面,雪隐/迟钝,厚脂肪,小猪宝可梦,0.4m,6.5kg,225,"['50', '50', '40', '30', '30', '50', '250']"
#0221,#077,长毛猪,冰/地面,雪隐/迟钝,厚脂肪,野猪宝可梦,1.1m,55.8kg,75,"['100', '100', '80', '60', '60', '50', '450']"
#0473,#078,象牙猪,冰/地面,雪隐/迟钝,厚脂肪,双牙宝可梦,2.5m,291.0kg,50,"['110', '130', '80', '70', '60', '80', '530']"
#0712,#079,冰宝,冰,我行我素/冰冻之躯,结实,冰块宝可梦,1.0m,99.5kg,255,"['55', '69', '85', '32', '35', '28', '304']"
#0713,#080,冰岩怪,冰,我行我素/冰冻之躯,结实,冰山宝可梦,2.0m,505.0kg,55,"['95', '117', '184', '44', '46', '28', '514']"
#0613,#081,喷嚏熊,冰,雪隐/拨雪,胆怯,结冰宝可梦,0.5m,8.5kg,120,"['55', '70', '40', '60', '40', '40', '305']"
#0614,#082,冻原熊,冰,雪隐/拨雪,悠游自如,冻结宝可梦,2.6m,260.0kg,60,"['95', '130', '80', '70', '80', '50', '505']"
#0238,#083,迷唇娃,冰/超能力,预知梦/迟钝,湿润之躯,亲吻宝可梦,0.4m,6.0kg,45,"['45', '30', '15', '85', '65', '65', '305']"
#0124,#084,迷唇姐,冰/超能力,预知梦/迟钝,干燥皮肤,人形宝可梦,1.4m,40.6kg,45,"['65', '50', '35', '115', '95', '95', '455']"
#0582,#085,迷你冰,冰,雪隐/冰冻之躯,碎裂铠甲,新雪宝可梦,0.4m,5.7kg,255,"['36', '50', '50', '65', '60', '44', '305']"
#0583,#086,多多冰,冰,雪隐/冰冻之躯,碎裂铠甲,冰雪宝可梦,1.1m,41.0kg,120,"['51', '65', '65', '80', '75', '59', '395']"
#0584,#087,双倍多多冰,冰,冰冻之躯/降雪,碎裂铠甲,暴风雪宝可梦,1.3m,57.5kg,45,"['71', '95', '85', '110', '95', '79', '535']"
#0459,#088,雪笠怪,草/冰,降雪,隔音,树冰宝可梦,1.0m,50.5kg,120,"['60', '62', '50', '62', '60', '40', '334']"
#0460,#089,暴雪王,草/冰,降雪,隔音,树冰宝可梦,2.2m,135.5kg,60,"['90', '92', '75', '92', '85', '60', '494']"
#0225,#090,信使鸟,冰/飞行,干劲/活力,不眠,搬运宝可梦,0.9m,16.0kg,45,"['45', '55', '45', '65', '45', '75', '330']"
#0215,#091,狃拉,惡/冰,锐利目光/精神力,顺手牵羊,钩爪宝可梦,0.9m,28.0kg,60,"['55', '95', '55', '35', '75', '115', '430']"
#0461,#092,玛狃拉,惡/冰,压迫感,顺手牵羊,钩爪宝可梦,1.1m,34.0kg,45,"['70', '120', '65', '45', '85', '125', '510']"
#0532,#093,搬运小匠,格斗,毅力/强行,铁拳,筋骨宝可梦,0.6m,12.5kg,180,"['75', '80', '55', '25', '35', '35', '305']"
#0533,#094,铁骨土人,格斗,毅力/强行,铁拳,筋骨宝可梦,1.2m,40.0kg,90,"['85', '105', '85', '40', '50', '40', '405']"
#0534,#095,修建老匠,格斗,毅力/强行,铁拳,筋骨宝可梦,1.4m,87.0kg,45,"['105', '140', '95', '55', '65', '45', '505']"
#0324,#096,煤炭龟,火,日照/白色煙霧,硬壳盔甲,煤炭宝可梦,0.5m,80.4kg,90,"['70', '85', '140', '85', '70', '20', '470']"
#0027,#097,穿山鼠,地面,沙隐,拨沙,鼠宝可梦,0.6m,12.0kg,255,"['50', '75', '85', '20', '30', '40', '300']"
#0028,#098,穿山王,地面,沙隐,拨沙,鼠宝可梦,1.0m,29.5kg,90,"['75', '100', '110', '45', '55', '65', '450']"
#0304,#099,可可多拉,钢/岩石,结实/坚硬脑袋,重金属,铁铠宝可梦,0.4m,60.0kg,180,"['50', '70', '100', '40', '40', '30', '330']"
#0305,#100,可多拉,钢/岩石,结实/坚硬脑袋,重金属,铁铠宝可梦,0.9m,120.0kg,90,"['60', '90', '140', '50', '50', '40', '430']"
#0306,#101,波士可多拉,钢/岩石,结实/坚硬脑袋,重金属,铁铠宝可梦,2.1m,360.0kg,45,"['70', '110', '180', '60', '60', '50', '530']"
#0246,#102,幼基拉斯,岩石/地面,毅力,沙隐,岩石肤宝可梦,0.6m,72.0kg,45,"['50', '64', '50', '45', '50', '41', '300']"
#0247,#103,沙基拉斯,岩石/地面,蜕皮,,子弹宝可梦,1.2m,152.0kg,45,"['70', '84', '70', '65', '70', '51', '410']"
#0248,#104,班基拉斯,岩石/惡,扬沙,紧张感,铠甲宝可梦,2.0m,202.0kg,45,"['100', '134', '110', '95', '100', '61', '600']"
#0631,#105,熔蚁兽,火,贪吃鬼/引火,白色煙霧,食蚁兽宝可梦,1.4m,58.0kg,90,"['85', '97', '66', '105', '66', '65', '484']"
#0632,#106,铁蚁,虫/钢,虫之预感/活力,懒惰,铁蚁宝可梦,0.3m,33.0kg,90,"['58', '109', '112', '48', '48', '109', '484']"
#0167,#107,圆丝蛛,虫/毒,蟲之預感/不眠,狙击手,吐丝宝可梦,0.5m,8.5kg,255,"['40', '60', '40', '40', '40', '30', '250']"
#0168,#108,阿利多斯,虫/毒,蟲之預感/不眠,狙击手,长腿宝可梦,1.1m,33.5kg,90,"['70', '90', '70', '60', '70', '40', '400']"
#0021,#109,烈雀,一般/飞行,锐利目光,狙击手,小鸟宝可梦,0.3m,2.0kg,255,"['40', '60', '30', '31', '31', '70', '262']"
#0022,#110,大嘴雀,一般/飞行,锐利目光,狙击手,鸟嘴宝可梦,1.2m,38.0kg,90,"['65', '90', '65', '61', '61', '100', '442']"
#0615,#111,几何雪花,冰,飘浮,,结晶宝可梦,1.1m,148.0kg,25,"['80', '50', '50', '95', '135', '105', '515']"
#0227,#112,盔甲鸟,钢/飞行,结实/锐利目光,碎裂铠甲,钢甲鸟宝可梦,1.7m,50.5kg,25,"['65', '80', '140', '40', '70', '70', '465']"
#0714,#113,嗡蝠,飛行/龍,穿透/察觉,心灵感应,音波宝可梦,0.5m,8.0kg,190,"['40', '30', '35', '45', '40', '55', '245']"
#0715,#114,音波龙,飛行/龍,穿透/察觉,心灵感应,音波宝可梦,1.5m,85.0kg,45,"['85', '70', '80', '97', '80', '123', '535']"
#0207,#115,天蝎,地面/飞行,沙隐/怪力钳,免疫,飞蝎宝可梦,1.1m,64.8kg,60,"['65', '75', '105', '35', '65', '85', '430']"
#0472,#116,天蝎王,地面/飞行,沙隐/怪力钳,毒疗,牙蝎宝可梦,2.0m,42.5kg,30,"['75', '95', '125', '45', '75', '95', '510']"
#0163,#117,咕咕,一般/飞行,锐利目光/不眠,有色眼镜,猫头鹰宝可梦,0.7m,21.2kg,255,"['60', '30', '30', '36', '56', '50', '262']"
#0164,#118,猫头夜鹰,一般/飞行,锐利目光/不眠,有色眼镜,猫头鹰宝可梦,1.6m,40.8kg,90,"['100', '50', '50', '86', '96', '70', '452']"
#0174,#119,宝宝丁,一般/妖精,好胜/迷人之躯,友情防守,气球宝可梦,0.3m,1.0kg,170,"['90', '30', '15', '40', '20', '15', '210']"
#0039,#120,胖丁,一般/妖精,好胜/迷人之躯,友情防守,气球宝可梦,0.5m,5.5kg,170,"['115', '45', '20', '45', '25', '20', '270']"
#0040,#121,胖可丁,一般/妖精,好胜/迷人之躯,察觉,气球宝可梦,1.0m,12.0kg,50,"['140', '70', '45', '85', '50', '45', '435']"
#0353,#122,怨影娃娃,幽灵,察觉/不眠,诅咒之躯,人偶宝可梦,0.6m,2.3kg,225,"['44', '75', '35', '63', '33', '45', '295']"
#0354,#123,诅咒娃娃,幽灵,察觉/不眠,诅咒之躯,布偶宝可梦,1.1m,12.5kg,45,"['64', '115', '65', '83', '63', '65', '455']"
#0570,#124,索罗亚,惡,幻觉,,恶狐宝可梦,0.7m,12.5kg,75,"['40', '65', '40', '80', '40', '65', '330']"
#0571,#125,索罗亚克,惡,幻觉,,妖狐宝可梦,1.6m,81.1kg,45,"['60', '105', '60', '120', '60', '105', '510']"
#0574,#126,哥德宝宝,超能力,好胜/察觉,踩影,凝视宝可梦,0.4m,5.8kg,200,"['45', '30', '50', '55', '65', '45', '290']"
#0575,#127,哥德小童,超能力,察觉/好勝,踩影,操纵宝可梦,0.7m,18.0kg,100,"['60', '45', '70', '75', '85', '55', '390']"
#0576,#128,哥德小姐,超能力,察觉/好勝,踩影,天体宝可梦,1.5m,44.0kg,50,"['70', '55', '95', '95', '110', '65', '490']"
#0438,#129,盆才怪,岩石,结实/坚硬脑袋,胆怯,盆栽宝可梦,0.5m,15.0kg,255,"['50', '80', '95', '10', '45', '10', '290']"
#0185,#130,树才怪,岩石,结实/坚硬脑袋,胆怯,模仿宝可梦,1.2m,38.0kg,65,"['70', '100', '115', '30', '65', '30', '410']"
#0327,#131,晃晃斑,一般,我行我素/蹒跚,唱反调,斑点熊猫宝可梦,1.1m,5.0kg,255,"['60', '60', '60', '60', '60', '60', '360']"
#0216,#132,熊宝宝,一般,捡拾/飞毛腿,采蜜,小熊宝可梦,0.6m,8.8kg,120,"['60', '80', '50', '50', '50', '40', '330']"
#0217,#133,圈圈熊,一般,毅力/飞毛腿,紧张感,冬眠宝可梦,1.8m,125.8kg,60,"['90', '130', '75', '75', '75', '55', '500']"
#0108,#134,大舌头,一般,我行我素/迟钝,无关天气,舔舔宝可梦,1.2m,65.5kg,45,"['90', '55', '75', '60', '75', '30', '385']"
#0463,#135,大舌舔,一般,我行我素/迟钝,无关天气,舔舔宝可梦,1.7m,140.0kg,30,"['110', '85', '95', '80', '95', '50', '515']"
#0123,#136,飞天螳螂,虫/飞行,蟲之預感/技术高手,不屈之心,螳螂宝可梦,1.5m,56.0kg,45,"['70', '110', '80', '55', '80', '105', '500']"
#0212,#137,巨钳螳螂,虫/钢,蟲之預感/技术高手,轻金属,钳子宝可梦,1.8m,118.0kg,25,"['70', '130', '100', '55', '80', '65', '500']"
#0132,#138,百变怪,一般,柔软,变身者,变身宝可梦,0.3m,4.0kg,35,"['48', '48', '48', '48', '48', '48', '288']"
#0333,#139,青绵鸟,一般/飞行,自然回复,无关天气,绵鸟宝可梦,0.4m,1.2kg,255,"['45', '40', '60', '40', '75', '50', '310']"
#0334,#140,七夕青鸟,龙/飞行,自然回复,无关天气,哼唱宝可梦,1.1m,20.6kg,45,"['75', '70', '90', '70', '105', '80', '490']"
#0621,#141,赤面龙,龙,强行/粗糙皮肤,破格,洞穴宝可梦,1.6m,139.0kg,45,"['77', '120', '90', '60', '90', '48', '485']"
#0633,#142,单首龙,惡/龙,活力,,粗鲁宝可梦,0.8m,17.3kg,45,"['52', '65', '50', '45', '50', '38', '300']"
#0634,#143,双首暴龙,惡/龙,活力,,粗暴宝可梦,1.4m,50.0kg,45,"['72', '85', '70', '65', '70', '58', '420']"
#0635,#144,三首恶龙,惡/龙,飘浮,,凶暴宝可梦,1.8m,160.0kg,45,"['92', '105', '90', '125', '90', '98', '600']"
#0147,#145,迷你龙,龙,蜕皮,神奇鱗片,龙宝可梦,1.8m,3.3kg,45,"['41', '64', '45', '50', '50', '50', '300']"
#0148,#146,哈克龙,龙,蜕皮,神奇鱗片,龙宝可梦,4.0m,16.5kg,45,"['61', '84', '65', '70', '70', '70', '420']"
#0149,#147,快龙,龙/飞行,精神力,多重鳞片,龙宝可梦,2.2m,210.0kg,45,"['91', '134', '95', '100', '100', '80', '600']"
#0716,#148,哲尔尼亚斯,妖精,妖精气场,,生命宝可梦,3.0m,215.0kg,45,"['126', '131', '95', '131', '98', '99', '680']"
#0717,#149,伊裴尔塔尔,惡/飛行,暗黑气场,,破坏宝可梦,5.8m,203.0kg,45,"['126', '131', '95', '131', '98', '99', '680']"
#0718,#150,基格尔德,龙/地面,,,秩序宝可梦,m,kg,3,"['54', '100', '71', '61', '85', '115', '486']"
#0150,#151,超梦,超能力,压迫感,紧张感,基因宝可梦,2.0m,122.0kg,3,"['106', '110', '90', '154', '90', '130', '680']"
