全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0458,#354,小球飞鱼,水/飞行,悠游自如/储水,水幕,风筝宝可梦,1.0m,65.0kg,25,"['45', '20', '50', '60', '120', '50', '345']"
#0226,#355,巨翅飞鱼,水/飞行,悠游自如/储水,水幕,风筝宝可梦,2.1m,220.0kg,25,"['85', '40', '70', '80', '140', '70', '485']"
#0320,#356,吼吼鲸,水,水幕/迟钝,压迫感,球鲸宝可梦,2.0m,130.0kg,125,"['130', '70', '35', '70', '35', '60', '400']"
#0321,#357,吼鲸王,水,水幕/迟钝,压迫感,浮鲸宝可梦,14.5m,398.0kg,60,"['170', '90', '45', '90', '45', '60', '500']"
#0712,#358,冰宝,冰,我行我素/冰冻之躯,结实,冰块宝可梦,1.0m,99.5kg,255,"['55', '69', '85', '32', '35', '28', '304']"
#0713,#359,冰岩怪,冰,我行我素/冰冻之躯,结实,冰山宝可梦,2.0m,505.0kg,55,"['95', '117', '184', '44', '46', '28', '514']"
#0781,#360,破破舵轮,幽灵/草,钢能力者,,碎藻宝可梦,3.9m,210.0kg,25,"['70', '131', '100', '86', '90', '40', '517']"
#0131,#361,拉普拉斯,水/冰,硬壳盔甲/储水,湿润之躯,乘载宝可梦,2.5m,220.0kg,45,"['130', '85', '80', '85', '95', '60', '535']"
#0337,#362,月石,岩石/超能力,飘浮,,陨石宝可梦,1.0m,168.0kg,45,"['90', '55', '65', '95', '85', '70', '460']"
#0338,#363,太阳岩,岩石/超能力,飘浮,,陨石宝可梦,1.2m,154.0kg,45,"['90', '95', '85', '55', '65', '70', '460']"
#0439,#364,魔尼尼,超能力/妖精,隔音/过滤,技术高手,默剧宝可梦,0.6m,13.0kg,145,"['20', '25', '45', '70', '90', '60', '310']"
#0122,#365,魔墙人偶,冰/超能力,隔音/过滤,技术高手,屏障宝可梦,1.3m,54.5kg,45,"['40', '45', '65', '100', '120', '90', '460']"
#0866,#366,踏冰人偶,冰/超能力,除障/蹒跚,冰冻之躯,喜剧演员宝可梦,1.5m,58.2kg,45,"['80', '85', '75', '110', '100', '70', '520']"
#0554,#367,火红不倒翁,冰,活力,精神力,不倒翁宝可梦,0.6m,37.5kg,120,"['70', '90', '45', '15', '45', '50', '315']"
#0555,#368,达摩狒狒,冰,強行,达摩模式,爆燃宝可梦,1.3m,92.9kg,60,"['105', '140', '55', '30', '55', '95', '480']"
#0874,#369,巨石丁,岩石,能量点,,巨石宝可梦,2.5m,520.0kg,60,"['100', '125', '135', '20', '20', '70', '470']"
#0875,#370,冰砌鹅,冰,结冻头,,企鹅宝可梦,1.4m,89.0kg,60,"['75', '80', '110', '65', '90', '50', '470']"
#0884,#371,铝钢龙,钢/龙,轻金属/重金属,坚毅,合金宝可梦,1.8m,40.0kg,45,"['70', '95', '115', '120', '50', '85', '535']"
#0479,#372,洛托姆,电/幽灵,飘浮,,等离子宝可梦,0.3m,0.3kg,45,"['50', '50', '77', '95', '77', '91', '440']"
#0132,#373,百变怪,一般,柔软,变身者,变身宝可梦,0.3m,4.0kg,35,"['48', '48', '48', '48', '48', '48', '288']"
#0880,#374,雷鸟龙,电/龙,蓄电/活力,拨沙,化石宝可梦,1.8m,190.0kg,45,"['90', '100', '90', '80', '70', '75', '505']"
#0881,#375,雷鸟海兽,电/冰,静电/蓄电,拨雪,化石宝可梦,2.3m,150.0kg,45,"['90', '100', '90', '90', '80', '55', '505']"
#0882,#376,鳃鱼龙,水/龙,强壮之颚/储水,拨沙,化石宝可梦,2.3m,215.0kg,45,"['90', '90', '100', '70', '80', '75', '505']"
#0883,#377,鳃鱼海兽,水/冰,冰冻之躯/储水,拨雪,化石宝可梦,2.0m,175.0kg,45,"['90', '90', '100', '80', '90', '55', '505']"
#0004,#378,小火龙,火,猛火,太阳之力,蜥蜴宝可梦,0.6m,8.5kg,45,"['39', '52', '43', '60', '50', '65', '309']"
#0005,#379,火恐龙,火,猛火,太阳之力,火焰宝可梦,1.1m,19.0kg,45,"['58', '64', '58', '80', '65', '80', '405']"
#0006,#380,喷火龙,火/飞行,猛火,太阳之力,火焰宝可梦,1.7m,90.5kg,45,"['78', '84', '78', '109', '85', '100', '534']"
#0772,#381,属性：空,一般,战斗盔甲,,人工宝可梦,1.9m,120.5kg,3,"['95', '95', '95', '95', '95', '59', '534']"
#0773,#382,银伴战兽,一般,ＡＲ系统,,人工宝可梦,2.3m,100.5kg,3,"['95', '95', '95', '95', '95', '95', '570']"
#0246,#383,幼基拉斯,岩石/地面,毅力,沙隐,岩石肤宝可梦,0.6m,72.0kg,45,"['50', '64', '50', '45', '50', '41', '300']"
#0247,#384,沙基拉斯,岩石/地面,蜕皮,,子弹宝可梦,1.2m,152.0kg,45,"['70', '84', '70', '65', '70', '51', '410']"
#0248,#385,班基拉斯,岩石/恶,扬沙,紧张感,铠甲宝可梦,2.0m,202.0kg,45,"['100', '134', '110', '95', '100', '61', '600']"
#0633,#386,单首龙,恶/龙,活力,,粗鲁宝可梦,0.8m,17.3kg,45,"['52', '65', '50', '45', '50', '38', '300']"
#0634,#387,双首暴龙,恶/龙,活力,,粗暴宝可梦,1.4m,50.0kg,45,"['72', '85', '70', '65', '70', '58', '420']"
#0635,#388,三首恶龙,恶/龙,飘浮,,凶暴宝可梦,1.8m,160.0kg,45,"['92', '105', '90', '125', '90', '98', '600']"
#0704,#389,黏黏宝,龙,食草/湿润之躯,黏滑,软体生物宝可梦,0.3m,2.8kg,45,"['45', '50', '35', '55', '75', '40', '300']"
#0705,#390,黏美儿,龙,食草/湿润之躯,黏滑,软体生物宝可梦,0.8m,17.5kg,45,"['68', '75', '53', '83', '113', '60', '452']"
#0706,#391,黏美龙,龙,食草/湿润之躯,黏滑,龙宝可梦,2.0m,150.5kg,45,"['90', '100', '70', '110', '150', '80', '600']"
#0782,#392,心鳞宝,龙,防弹/隔音,防尘,鳞片宝可梦,0.6m,29.7kg,45,"['45', '55', '65', '45', '45', '45', '300']"
#0783,#393,鳞甲龙,龙/格斗,防弹/隔音,防尘,鳞片宝可梦,1.2m,47.0kg,45,"['55', '75', '90', '65', '70', '65', '420']"
#0784,#394,杖尾鳞甲龙,龙/格斗,防弹/隔音,防尘,鳞片宝可梦,1.6m,78.2kg,45,"['75', '110', '125', '100', '105', '85', '600']"
#0885,#395,多龙梅西亚,龙/幽灵,穿透/恒净之躯,诅咒之躯,哀怨宝可梦,0.5m,2.0kg,45,"['28', '60', '30', '40', '30', '82', '270']"
#0886,#396,多龙奇,龙/幽灵,穿透/恒净之躯,诅咒之躯,保姆宝可梦,1.4m,11.0kg,45,"['68', '80', '50', '60', '50', '102', '410']"
#0887,#397,多龙巴鲁托,龙/幽灵,穿透/恒净之躯,诅咒之躯,隐形宝可梦,3.0m,50.0kg,45,"['88', '120', '75', '100', '75', '142', '600']"
#0888,#398,苍响,妖精,不挠之剑,,强者宝可梦,2.8m,110.0kg,10,"['92', '120', '115', '80', '115', '138', '660']"
#0889,#399,藏玛然特,格斗,不屈之盾,,强者宝可梦,2.9m,210.0kg,10,"['92', '120', '115', '80', '115', '138', '660']"
#0890,#400,无极汰那,毒/龙,压迫感,,超极巨宝可梦,20.0m,950.0kg,255,"['140', '85', '95', '145', '95', '130', '690']"
