全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0362,#358,冰鬼护,冰,精神力/冰冻之躯,心情不定,脸面宝可梦,1.5m,256.5kg,75,"['80', '80', '80', '80', '80', '80', '480']"
#0478,#359,雪妖女,冰/幽灵,雪隐,诅咒之躯,雪国宝可梦,1.3m,26.6kg,75,"['70', '80', '70', '80', '70', '110', '480']"
#0615,#360,几何雪花,冰,飘浮,,结晶宝可梦,1.1m,148.0kg,25,"['80', '50', '50', '95', '135', '105', '515']"
#0974,#361,走鲸,冰,雪隐/厚脂肪,强行,陆鲸宝可梦,1.2m,45.0kg,150,"['108', '68', '45', '30', '40', '43', '334']"
#0975,#362,浩大鲸,冰,拨雪/厚脂肪,强行,陆鲸宝可梦,4.5m,700.0kg,50,"['170', '113', '65', '45', '55', '73', '521']"
#0712,#363,冰宝,冰,我行我素/冰冻之躯,结实,冰块宝可梦,1.0m,99.5kg,255,"['55', '69', '85', '32', '35', '28', '304']"
#0713,#364,冰岩怪,冰,我行我素/冰冻之躯,结实,冰山宝可梦,2.0m,505.0kg,55,"['95', '117', '184', '44', '46', '28', '514']"
#0627,#365,毛头小鹰,一般/飞行,强行/锐利目光,活力,雏鹰宝可梦,0.5m,10.5kg,190,"['70', '83', '50', '37', '50', '60', '350']"
#0628,#366,勇士雄鹰,一般/飞行,强行/锐利目光,不服输,勇猛宝可梦,1.5m,41.0kg,60,"['100', '123', '75', '57', '75', '80', '510']"
#0624,#367,驹刀小兵,恶/钢,不服输/精神力,压迫感,利器宝可梦,0.5m,10.2kg,120,"['45', '85', '70', '40', '40', '60', '340']"
#0625,#368,劈斩司令,恶/钢,不服输/精神力,压迫感,刀刃宝可梦,1.6m,70.0kg,45,"['65', '125', '100', '60', '70', '70', '490']"
#0983,#369,仆刀将军,恶/钢,不服输/大将,压迫感,大刀宝可梦,2.0m,120.0kg,25,"['100', '135', '120', '60', '85', '50', '550']"
#0633,#370,单首龙,恶/龙,活力,,粗鲁宝可梦,0.8m,17.3kg,45,"['52', '65', '50', '45', '50', '38', '300']"
#0634,#371,双首暴龙,恶/龙,活力,,粗暴宝可梦,1.4m,50.0kg,45,"['72', '85', '70', '65', '70', '58', '420']"
#0635,#372,三首恶龙,恶/龙,飘浮,,凶暴宝可梦,1.8m,160.0kg,45,"['92', '105', '90', '125', '90', '98', '600']"
#0976,#373,轻身鳕,水/超能力,破格,锋锐,卸除宝可梦,2.5m,90.0kg,100,"['90', '102', '73', '78', '65', '70', '478']"
#0977,#374,吃吼霸,水,纯朴/迟钝,水幕,大鲶宝可梦,12.0m,220.0kg,25,"['150', '100', '115', '65', '65', '35', '530']"
#0978,#375,米立龙,龙/水,发号施令,引水,拟态宝可梦,0.3m,8.0kg,100,"['68', '50', '60', '120', '95', '82', '475']"
#0984,#376,雄伟牙,地面/格斗,古代活性,,悖谬宝可梦,2.2m,320.0kg,30,"['115', '131', '131', '53', '53', '87', '570']"
#0985,#377,吼叫尾,妖精/超能力,古代活性,,悖谬宝可梦,1.2m,8.0kg,50,"['115', '65', '99', '65', '115', '111', '570']"
#0986,#378,猛恶菇,草/恶,古代活性,,悖谬宝可梦,1.2m,21.0kg,50,"['111', '127', '99', '79', '99', '55', '570']"
#0987,#379,振翼发,幽灵/妖精,古代活性,,悖谬宝可梦,1.4m,4.0kg,30,"['55', '55', '55', '135', '135', '135', '570']"
#0988,#380,爬地翅,虫/格斗,古代活性,,悖谬宝可梦,3.2m,92.0kg,30,"['85', '135', '79', '85', '105', '81', '570']"
#0989,#381,沙铁皮,电/地面,古代活性,,悖谬宝可梦,2.3m,60.0kg,30,"['85', '81', '97', '121', '85', '101', '570']"
#0990,#382,铁辙迹,地面/钢,夸克充能,,悖谬宝可梦,0.9m,240.0kg,30,"['90', '112', '120', '72', '70', '106', '570']"
#0991,#383,铁包袱,冰/水,夸克充能,,悖谬宝可梦,0.6m,11.0kg,50,"['56', '80', '114', '124', '60', '136', '570']"
#0992,#384,铁臂膀,格斗/电,夸克充能,,悖谬宝可梦,1.8m,380.7kg,50,"['154', '140', '108', '50', '68', '50', '570']"
#0993,#385,铁脖颈,恶/飞行,夸克充能,,悖谬宝可梦,1.3m,111.0kg,30,"['94', '80', '86', '122', '80', '108', '570']"
#0994,#386,铁毒蛾,火/毒,夸克充能,,悖谬宝可梦,1.2m,36.0kg,30,"['80', '70', '60', '140', '110', '110', '570']"
#0995,#387,铁荆棘,岩石/电,夸克充能,,悖谬宝可梦,1.6m,303.0kg,30,"['100', '134', '110', '70', '84', '72', '570']"
#0996,#388,凉脊龙,龙/冰,热交换,冰冻之躯,冰鳍宝可梦,0.5m,17.0kg,45,"['65', '75', '45', '35', '45', '55', '320']"
#0997,#389,冻脊龙,龙/冰,热交换,冰冻之躯,冰鳍宝可梦,0.8m,30.0kg,25,"['90', '95', '66', '45', '65', '62', '423']"
#0998,#390,戟脊龙,龙/冰,热交换,冰冻之躯,冰龙宝可梦,2.1m,210.0kg,10,"['115', '145', '92', '75', '86', '87', '600']"
#0999,#391,索财灵,幽灵,胆怯,,宝箱宝可梦,0.3m,5.0kg,45,"['45', '30', '70', '75', '70', '10', '300']"
#1000,#392,赛富豪,钢/幽灵,黄金之躯,,宝者宝可梦,1.2m,30.0kg,45,"['87', '60', '95', '133', '91', '84', '550']"
#1001,#393,古简蜗,恶/草,灾祸之简,,灾厄宝可梦,1.5m,74.2kg,6,"['85', '85', '100', '95', '135', '70', '570']"
#1002,#394,古剑豹,恶/冰,灾祸之剑,,灾厄宝可梦,1.9m,152.2kg,6,"['80', '120', '80', '90', '65', '135', '570']"
#1003,#395,古鼎鹿,恶/地面,灾祸之鼎,,灾厄宝可梦,2.7m,699.7kg,6,"['155', '110', '125', '55', '80', '45', '570']"
#1004,#396,古玉鱼,恶/火,灾祸之玉,,灾厄宝可梦,0.4m,4.9kg,6,"['55', '80', '80', '135', '120', '100', '570']"
#1005,#397,轰鸣月,龙/恶,古代活性,,悖谬宝可梦,2.0m,380.0kg,10,"['105', '139', '71', '55', '101', '119', '590']"
#1006,#398,铁武者,妖精/格斗,夸克充能,,悖谬宝可梦,1.4m,35.0kg,10,"['74', '130', '90', '120', '60', '116', '590']"
#1007,#399,故勒顿,格斗/龙,绯红脉动,,悖谬宝可梦,2.5m,303.0kg,3,"['100', '135', '115', '85', '100', '135', '670']"
#1008,#400,密勒顿,电/龙,强子引擎,,悖谬宝可梦,3.5m,240.0kg,3,"['100', '85', '100', '135', '115', '135', '670']"
